timestamp,delta,theta,alpha,beta,gamma,focus_score,state,transition
1771722154.771232,424.6422183565785,245.54899442957145,106.45604584463278,108.14443879792776,103.03209871102597,0.7910597819191197,Neutral,False
1771722155.754543,724.105518114024,34.68709142221247,16.055481151417283,42.39637293082768,34.85684793004501,2.2201561136468917,Neutral,False
1771722156.755286,659.8428767850698,406.01027777314977,156.66957947769814,129.5682154656081,121.0977548642548,0.3657102503722363,Neutral,False
1771722157.7561622,758.7560936237478,153.91938765903552,20.295570831175226,61.049499987570144,36.31921256203661,0.9282259003772801,Neutral,False
1771722158.785293,1854.16067224486,464.06412992740707,134.36295979645234,53.46553492758767,23.912778779997645,0.13151249199525106,Neutral,False
1771722159.7617762,160.28405607496904,18.87928116582308,8.08080183377415,32.02550416024273,20.724563513644423,2.5002374053406147,Neutral,False
1771722160.763124,238.9347559568152,130.49244053333103,33.391529600784196,38.92819881750226,27.604821955508946,1.4874486350220928,Scattered,True
1771722161.765424,271.988799370122,22.692795414911444,15.95083951247813,27.642006104027647,25.943365737638974,2.0441569207402175,Scattered,False
1771722162.769669,402.0648061459144,162.6960345576415,60.013527609424756,43.26585271190143,19.572782859078256,0.8146243160677467,Scattered,False
1771722163.7759418,671.105076173101,118.31984492548087,33.760047142527625,53.669773570064706,25.960129907967556,0.7260946311311188,Scattered,False
1771722164.777591,457.40187805158973,37.54874778063444,15.620113491715369,32.80119703489431,22.74710529638221,3.366053497681709,Scattered,False
1771722165.7807832,341.6489245350509,25.692110396779977,12.152063517600478,36.85398481980562,25.979852086793997,1.5458054010776663,Scattered,False
1771722166.783238,212.686756200385,11.58246166719044,9.618070201701393,24.15800625007215,20.33460748906397,4.270760490325241,Scattered,False
1771722167.781274,393.9844454473008,10.241533396525025,12.032438263949373,22.555429887806007,27.97366457901108,6.596324527324979,Scattered,False
1771722168.7824872,149.63904726988812,25.093720326660108,10.12812657832221,20.686528465260103,28.901421351744368,1.0304146363978626,Scattered,False
1771722169.7850869,223.249362959883,35.09319455194588,12.41328046174337,43.29681280815534,56.40129494392241,2.0352114170243687,Scattered,False
1771722170.789077,271.06847501305197,21.16228124956167,8.970893098658593,32.67691797267547,16.862111686035703,1.8489567455583575,Scattered,False
1771722171.793642,259.9230323444088,18.001381207882893,13.75840597708109,32.639382554136866,21.36175931203497,5.82414360270565,Scattered,False
1771722172.795763,417.0278108524348,475.96570485681696,191.48181842924865,50.41980668534093,42.416675564610784,0.1335005355392555,Scattered,False
1771722173.797076,649.8385807877667,263.96858832763,75.69375766439663,28.076504111830186,29.050477739042293,0.14133877685477853,Scattered,False
1771722174.802304,81.5190044382864,16.21882975724424,6.796366331477111,30.259041516339913,16.13771691017581,8.247099788835914,Scattered,False
1771722175.807873,40.4265079254884,13.367411372849567,6.802205839442977,25.8706609710039,15.132631155736172,2.182419182084663,Scattered,False
1771722176.812525,64.56411465560126,9.678583002883535,8.110096710667252,25.444746889306053,14.510690606779134,2.962657817323896,Scattered,False
1771722177.811878,87.57580053803798,55.19237898813792,5.047109022950227,24.956381679640216,18.18910911319707,1.8182763068504542,Scattered,False
1771722178.81515,79.91434187055017,9.750539548043102,7.970878964453349,34.81664289523046,19.274678895932507,5.423948966056419,Scattered,False
